sample_id,cell_line_id,drug_id,response,cell_emb_0,cell_emb_1,cell_emb_2,cell_emb_3,cell_emb_4,cell_emb_5,cell_emb_6,cell_emb_7,cell_emb_8,cell_emb_9,cell_emb_10,cell_emb_11,cell_emb_12,cell_emb_13,cell_emb_14,cell_emb_15,cell_emb_16,cell_emb_17,cell_emb_18,cell_emb_19,cell_emb_20,cell_emb_21,cell_emb_22,cell_emb_23,cell_emb_24,cell_emb_25,cell_emb_26,cell_emb_27,cell_emb_28,cell_emb_29,cell_emb_30,cell_emb_31,drug_emb_0,drug_emb_1,drug_emb_2,drug_emb_3,drug_emb_4,drug_emb_5,drug_emb_6,drug_emb_7,drug_emb_8,drug_emb_9,drug_emb_10,drug_emb_11,drug_emb_12,drug_emb_13,drug_emb_14,drug_emb_15,drug_emb_16,drug_emb_17,drug_emb_18,drug_emb_19,drug_emb_20,drug_emb_21,drug_emb_22,drug_emb_23,drug_emb_24,drug_emb_25,drug_emb_26,drug_emb_27,drug_emb_28,drug_emb_29,drug_emb_30,drug_emb_31
TRAIN_0393,RCC10RGB,5-azacytidine,4.807663,0.098759,-0.103861,0.600406,1.930951,-0.272105,-0.77659,2.223979,0.904064,-1.062237,1.776855,-0.32243,-0.640073,1.00033,-1.393789,-2.15949,-0.50656,-1.71933,0.306582,-1.198064,-1.616199,1.93953,0.006769,0.200517,-2.32904,-1.127831,-0.139009,-1.533599,0.979909,-1.308126,-0.5316,-0.251443,2.090958,-0.507593,-1.104617,1.7235,-1.070543,0.781267,-1.527475,-0.650134,-1.221073,0.518895,0.809309,-0.39097,0.607591,-0.601747,-0.888765,-0.670214,0.453918,-0.002514,-2.218559,0.508936,-1.077989,-0.313325,0.869935,0.106378,1.621264,-0.505883,0.093834,-0.078278,1.197772,0.12772,-0.218032,-0.004484,-1.065089
TRAIN_0394,WSUDLCL2,Afatinib,0.657641,0.710218,0.533366,0.374429,0.628996,0.153703,-1.06452,0.447716,-0.369212,-0.029916,-0.437979,-0.706496,0.687879,0.594256,-0.472817,-0.332016,-0.262304,0.03574,-0.260709,0.273459,-0.474028,0.150686,-0.044694,-0.278959,-0.186205,-0.402622,0.261553,0.324812,-0.267224,-0.21307,0.158897,-0.365973,0.687897,-0.204275,-0.566409,0.24649,-1.313204,-0.168949,-1.027645,-0.049129,1.199452,1.036593,-0.302093,-0.40567,-0.230062,0.153774,-0.442267,-0.893838,0.277433,0.550162,-0.53565,0.061768,0.149363,-1.474701,0.35744,0.945316,0.048733,-0.837349,-1.087672,0.96041,0.127197,-0.118821,0.209224,0.203431,-0.674441
TRAIN_0395,MOLP8,Methotrexate,-1.971662,0.20755,-0.396454,0.803813,0.796339,-0.351029,-0.76504,0.313653,-0.451141,-0.219958,-0.33707,-0.355933,0.460785,0.716164,-0.937455,-0.874155,0.669175,-0.227338,-0.012581,-1.150257,-0.483141,1.120427,-0.424546,0.178119,-0.867856,-0.354157,-1.190498,-0.665137,0.665597,-0.604931,-0.114198,-0.66772,1.072162,0.478853,0.308269,-0.590182,0.250011,0.202104,0.172412,0.157654,0.239521,1.399723,-0.026655,0.46045,-0.255592,0.296636,0.421613,0.151467,0.905182,-0.419203,-0.361286,0.127821,0.414701,0.044533,0.683706,-0.26203,-0.50813,0.09805,-0.059229,0.293542,0.051412,-0.201993,-0.049861,-0.059419,-0.232333
TRAIN_0396,OE21,MK-1775,0.148453,0.626654,0.270472,1.634307,1.741968,-0.222742,-0.639552,1.028603,0.34062,-0.062047,0.578824,-1.046462,-0.604507,0.639603,-1.412193,-1.147361,-0.275238,-0.027435,0.378847,-0.946672,-1.630091,1.341295,-1.407747,-0.036096,-1.285462,-1.134074,-0.372067,-0.550497,0.427186,-0.447637,-0.088932,-0.453103,2.158824,-0.205085,-0.880136,-0.673072,-0.681537,0.141074,-0.417621,-0.531497,0.142575,0.67618,0.233303,-0.085111,0.40036,-0.792595,-0.264689,-0.197957,-0.394922,-0.13727,-1.410319,1.024625,-0.550142,0.649905,0.148396,0.500463,-0.047458,-0.073509,0.259854,0.40233,0.59369,-0.2855,-0.279442,-1.03105,0.008642
TRAIN_0397,NCIH196,UMI-77,3.372589,1.246982,0.562142,0.893759,1.775166,0.165965,0.095616,1.669431,1.088786,-0.559783,0.199681,0.109991,-0.51031,1.303816,-3.022552,-2.27064,-0.633113,-0.601112,0.562685,-0.893516,-2.194819,1.114329,-0.099515,-0.604059,-1.911499,-0.378294,-0.363048,-0.5267,1.045893,-1.479437,-0.803087,-1.83785,1.748054,-0.703148,-1.775516,1.784482,-1.383722,0.098608,-2.352912,-0.743447,-0.210307,0.431359,0.306862,-0.638044,-0.365328,-0.654332,-0.445791,-0.35702,1.07655,0.120445,-0.618193,-0.108974,-0.247562,-0.563056,1.065136,1.496757,0.837743,-0.62402,-0.119203,-0.832385,0.099837,-0.741815,-0.451002,-1.613875,-0.721833
TRAIN_0398,OCILY19,Serdemetan,1.887034,-0.1323,-1.004474,0.196385,1.671045,0.315495,1.008243,1.027767,0.798789,0.812662,0.390155,-0.265741,0.343342,0.816792,-0.950634,-1.001472,-0.139423,0.039553,0.515767,-1.049352,0.43123,0.223805,-0.216393,-0.426245,0.819969,-0.081165,-0.384287,0.004447,0.524114,-0.316959,0.311959,-0.636138,0.441534,-0.26772,-1.068026,0.821505,-1.471754,0.079409,-2.020396,-1.488161,0.423895,0.841351,-0.604784,-0.117448,-0.314856,-1.58075,-1.125536,-1.128014,1.529243,0.258764,-1.943958,0.23235,-0.446331,-1.003903,0.220109,1.423734,0.770513,-0.884116,-0.15073,0.087938,0.521087,0.661426,-0.477613,-0.961884,-0.40732
TRAIN_0399,EFO21,AZD1208,7.011454,0.71138,0.102659,0.205329,1.03234,-0.610492,-0.945556,2.006794,1.0248,-0.898743,1.502984,-0.500075,-0.51652,0.657506,-3.308545,-1.949906,-0.842876,-1.114769,-0.08604,-2.076843,-1.612966,2.286486,-0.774256,-0.338155,-1.477009,-1.374066,0.980138,-2.098119,0.85706,-1.024208,-0.116007,-1.133484,2.570399,0.171083,-3.034266,1.438174,-2.664675,-0.151145,-3.519593,-2.441881,-0.374803,1.275011,-0.433133,-0.005407,0.640094,-3.013744,-1.285938,-1.993588,1.52908,0.867297,-2.440785,0.553584,-0.167184,0.197539,1.827979,1.376783,0.754058,-1.536418,-0.964766,0.751982,0.959342,-0.797719,0.124034,-1.808084,-2.37368
TRAIN_0400,OC314,BI-2536,-4.648563,0.220483,0.357817,0.775268,0.882287,-1.021403,1.359077,1.799185,0.811461,-0.651963,0.261432,-0.543519,0.358764,0.27317,-1.514278,-1.247093,0.230796,0.205993,0.948481,-0.154067,-0.954671,-0.76111,0.016155,0.038693,-0.765666,-0.292348,-0.598072,-0.396388,0.536466,-0.011123,0.302201,-0.050893,0.881402,-1.021679,0.456496,-0.125152,1.18236,-0.823823,1.337125,0.416255,0.188387,0.627487,0.231538,0.233145,0.206964,0.179659,0.19092,-0.226468,-0.323577,-1.265901,0.717009,-0.153237,-0.058348,0.302811,-0.891118,0.670787,-0.316811,0.166266,-0.394569,-0.082441,0.415437,0.654529,0.480134,0.588519,0.161663
TRAIN_0401,CHP212,SCH772984,-2.241292,0.116778,-0.202833,1.026748,1.130883,0.096838,0.951404,0.562467,0.893619,-0.23436,0.438084,0.504759,-0.006852,0.404627,-0.535022,-1.148285,-0.734438,-1.089505,-0.807226,0.519687,-1.342375,0.710013,-0.264822,0.191513,-0.38987,0.125428,-0.229431,-0.72802,0.351649,-0.460653,0.640349,-0.091418,1.404559,0.112859,-0.871256,0.502775,-1.023537,-0.284351,-1.629988,-1.091055,0.141547,0.718013,0.030703,-0.59647,-0.911607,0.254949,-1.073085,-0.584503,1.00478,0.423009,-0.984193,0.00743,-0.152572,-0.447204,0.27575,0.850544,1.185124,-0.60355,-0.226063,0.767937,1.169371,0.453693,-1.009182,-0.328463,-0.543677
TRAIN_0402,SF126,Taselisib,1.005125,-0.59091,-0.347998,-0.622375,1.052914,-0.023604,0.635963,1.135678,1.044595,-0.027769,0.151831,-1.020043,-0.179636,-0.581288,-0.655239,-1.255609,0.214701,-0.929791,0.348411,-0.513642,-0.984226,0.781699,0.042486,-0.417099,-1.574896,0.250718,0.439116,-0.75082,1.088402,-0.542886,0.462724,-0.321943,0.748928,0.115257,-0.308976,0.752809,-1.383475,0.528205,-0.93831,-1.056313,-0.265347,0.243678,-0.554063,0.796815,0.575614,-0.596442,-0.512047,-0.354742,0.96696,1.07002,-1.265728,-0.378551,0.559654,-1.270045,-0.164076,0.44997,-0.262277,0.089337,0.256482,-0.103162,1.182365,0.458149,-0.159841,-0.840632,0.464521
TRAIN_0403,NCIH1963,AZD2014,5.242612,0.719245,-0.30049,0.668591,0.269234,0.240572,-0.435959,1.074497,0.472769,-0.953396,-0.209475,0.170373,-0.115592,0.688723,-1.132095,-1.095493,-1.243419,-0.820411,0.198911,0.362232,-0.612012,1.759611,0.146021,-0.309966,-0.905347,-0.250189,-0.394533,-0.970895,0.151294,0.396449,-1.237715,0.195826,0.784756,0.578593,-1.630197,0.373241,-0.818065,0.144346,-1.189456,-0.562112,0.110851,0.298204,-0.091888,-0.381279,0.197145,-1.288769,-0.046687,-0.291307,0.429695,0.533593,-1.515027,0.530725,-0.145103,-0.740206,0.663754,0.946558,1.186904,-0.064952,0.043715,-0.347474,1.861344,-1.014718,0.353393,-0.506817,-1.368218
TRAIN_0404,TE8,Bleomycin,3.759869,0.581401,0.565289,0.692378,1.70231,0.347753,0.41873,2.28076,0.404351,-0.759294,0.854063,-0.040758,-0.009024,1.150824,-1.624674,-1.256772,-0.969335,0.204599,0.099506,-0.92786,-1.376838,0.926472,-0.557109,-0.204309,-1.896965,-0.856543,1.069002,-0.612966,0.783095,0.076784,0.668507,-1.398442,0.963436,-0.395806,-1.173254,1.804493,-0.520457,-0.605121,-0.838049,-0.481123,0.019135,0.75257,0.131583,0.892448,-0.642473,-1.126727,-0.798183,-1.090301,1.953611,-0.311958,-1.320537,-0.607375,-0.512007,-0.338297,0.083972,1.129996,0.621158,-0.100934,0.429973,-0.024572,0.829963,-0.297094,0.159023,-0.890534,-0.875545
TRAIN_0405,KYSE180,glutathione,8.746403,0.197702,-0.614301,0.403936,1.249395,-0.496171,-0.286171,0.665528,1.111314,-0.484722,1.116412,0.431234,-0.375325,-0.330283,-2.418362,-1.976022,-1.091133,-0.038866,0.283817,-0.457955,-2.125483,0.454638,0.281235,0.191932,-1.097821,-0.108923,0.897639,-0.937944,0.304766,-0.335487,0.986363,-1.482231,1.673172,-0.952984,-3.362468,2.196447,-3.459791,0.300237,-5.435536,-4.286325,0.720562,0.872282,0.458898,-0.618562,-0.320805,-3.192769,-2.147283,-0.572792,2.752237,0.46293,-3.980761,1.152603,-1.057926,-1.520002,1.821074,2.803769,1.90063,-2.445664,-0.539645,0.850594,3.136874,-1.127356,-0.950194,-3.705366,-3.371789
TRAIN_0406,SNU175,Zoledronate,3.225748,1.289704,0.384878,0.017827,1.221661,-0.084757,0.051854,1.039396,1.066555,-0.115771,0.302461,0.236237,-0.169637,0.209471,-1.019061,-1.107093,-0.341019,-0.915924,-0.182419,-1.057438,-1.56412,0.46106,-0.225916,0.093068,-1.011426,-1.512478,0.855476,-0.164263,0.453817,0.584539,-0.667983,0.57395,0.655968,-0.147288,-0.506287,-0.276325,-0.874861,0.64106,-2.074867,-3.229003,0.873321,0.354722,-0.052432,-0.221221,-0.150186,-1.418032,-0.399632,-0.133474,1.368927,0.611825,-2.617525,0.005391,-0.004867,-0.377,1.080819,0.954553,1.549804,-1.566977,0.175254,0.258907,1.988669,-1.323907,0.663492,-1.481037,-1.595673
TRAIN_0407,MDAMB157,GSK2110183B,4.255374,0.372046,-0.181549,0.500894,1.914464,-0.010364,-0.109437,0.846556,0.530919,0.008751,0.52802,-0.105134,0.446186,0.746376,-1.748962,-1.874265,-1.80446,-1.034696,0.131903,-0.656963,-1.402347,1.215264,-1.101582,-0.406611,-1.098747,0.347071,0.055334,-0.916259,0.828818,-0.969124,-0.090337,-0.934924,2.170706,0.438054,-0.879301,0.798975,-0.36036,1.279707,-2.222348,-2.307343,-0.855321,1.387822,0.145151,-0.022213,-1.191706,-1.831922,-0.856292,-0.349493,0.841242,-0.180435,-2.127665,0.923161,-0.256649,-0.360224,0.152643,-0.462086,0.655118,-1.259337,-0.129855,1.968928,1.307824,0.896323,0.101638,-1.403922,-1.003483
TRAIN_0408,TE5,GSK343,5.721655,0.957146,-0.866134,0.324485,1.484002,0.44532,-0.260692,1.826543,0.483484,-0.232684,1.388842,0.027801,-0.513035,0.583125,-1.651543,-1.495985,-0.014252,-0.474896,0.255106,-0.599908,-1.623797,1.024812,-0.363712,0.030343,-2.27566,-0.121905,-1.271174,0.19016,1.131943,-0.739626,-0.2911,-0.458718,1.583857,-0.374119,-0.247461,1.077217,-1.652984,-0.064588,-2.412608,-0.774678,-0.417821,0.478369,-0.092319,-0.135061,-0.46678,-2.372042,-0.991766,-0.556495,0.848824,0.72138,-1.479704,0.317311,-0.308334,-1.825167,0.462315,1.636548,0.812724,-1.291801,0.7987,1.27394,1.306923,0.042346,-1.317199,-1.610784,-1.55085
TRAIN_0409,LN18,VE821,4.773658,0.833547,0.09396,0.0698,1.030359,-0.433189,-0.941288,0.938748,0.087959,-0.606856,0.093634,-1.20895,0.613874,0.832744,-2.022168,-1.335712,-0.271084,-0.268736,-0.141146,-0.22879,-1.479113,0.58275,0.169407,0.703003,0.078175,-1.0644,0.444113,-1.187077,0.712274,-1.247787,-0.880296,-0.901391,1.620085,0.004315,-1.359636,0.225638,-2.611089,0.351575,-1.721628,-1.439581,0.550675,1.687929,0.372325,-0.201657,-0.774628,-0.782962,-0.610199,-1.030749,0.697149,1.043485,-2.658029,1.320167,-1.845498,-0.110093,0.985668,1.310333,1.042305,-0.072958,-0.021675,-0.04964,0.324291,-0.492791,-0.225818,-2.102383,-1.479198
TRAIN_0410,SKMEL5,Paclitaxel,-2.580589,-0.033035,-0.020639,-0.231262,2.000687,-0.20379,-0.487539,1.114516,0.627057,-0.111221,0.800107,-0.802245,-0.874738,0.563132,-2.216894,-1.64307,-0.483494,-0.826329,0.733929,-1.512188,-2.325395,1.137832,0.68178,1.076584,-0.466297,-0.624496,-0.783472,-2.287886,0.057376,-0.681606,0.367394,-0.149702,1.910256,0.729463,1.66533,-0.65524,0.499719,-0.710878,0.688747,0.632163,-0.139596,-0.932565,-0.241542,0.34858,0.114116,0.745965,0.60966,-0.042082,-1.069794,0.367661,1.423115,0.599018,1.056196,0.308685,-1.096228,-0.937587,-0.246503,0.496697,0.727361,0.311413,-1.249306,0.085521,0.520437,1.053824,0.714308
TRAIN_0411,MFE296,Cytarabine,4.028165,0.146331,0.264333,0.923442,1.976335,-0.299448,0.063427,1.381517,1.806556,-0.883218,1.603842,-0.453348,-1.160896,0.929852,-1.880775,-1.326804,0.040693,-0.85997,0.023127,-0.434616,-1.434399,1.8319,-1.306234,0.292094,-1.766712,0.27361,0.424231,-1.04938,0.624831,-1.109417,0.515293,0.384404,2.078209,-0.408395,0.42008,0.202968,-0.559458,0.334507,-1.589595,-0.07442,0.42115,1.164031,-0.250305,-0.010705,-0.137237,-0.638562,-1.102442,-0.184636,-0.162331,0.358238,-1.983103,-0.756903,0.208595,-0.626186,-0.175164,1.172711,0.649134,-0.001299,-0.244262,1.512447,0.206132,0.622534,-0.127436,-1.403803,-0.381958
TRAIN_0412,EN,Gallibiscoquinazole,3.839573,0.353405,-0.142298,0.039722,1.865822,0.200781,-0.466414,1.386221,0.920799,-0.700329,0.523934,0.57411,-0.601638,0.069232,-2.287972,-1.398729,-0.667864,-1.364473,0.983263,-0.222389,-1.750103,0.571386,0.271972,-0.272989,-1.067354,-1.543923,0.560173,-1.787212,0.751079,-0.609488,-0.776427,-0.821239,2.244734,0.734822,-1.812219,-0.123784,-1.252606,0.268524,-0.822631,-1.189752,-0.141507,0.765689,0.376353,0.125091,-0.337713,-2.198844,-1.05342,0.329635,0.966748,0.122577,-0.897237,-0.297356,-0.430763,-0.490278,0.284573,0.902016,0.675417,-1.392889,-0.164679,-0.390543,0.888636,0.291256,-0.293871,-1.499606,-1.051595
TRAIN_0413,KURAMOCHI,Schweinfurthin A,4.143164,-0.253138,-0.724565,1.106237,2.114376,-0.474592,-0.787517,1.365639,0.726651,-0.236438,1.109796,-0.799756,-1.130987,0.421869,-2.688665,-2.311863,-0.006512,-0.791761,0.452957,-1.716553,-1.575012,2.275523,-0.456502,0.755919,-1.049148,0.184024,0.284625,-1.076043,1.154193,-0.491093,-0.597747,-0.940332,2.323579,-0.267055,-0.042644,0.491052,-0.123102,-0.499507,-0.040935,-0.726426,-0.473982,0.065581,1.308064,-0.238521,-0.278832,-0.667047,-0.352309,-0.568633,0.479859,0.6705,-0.523728,-0.430424,-0.320889,-0.537186,0.262695,1.06339,0.285212,-0.368177,0.769407,0.566034,0.663789,0.794012,0.173206,-1.420522,-0.045633
TRAIN_0414,A172,Gallibiscoquinazole,2.740593,0.534815,0.022871,0.506864,1.068577,-0.890003,-0.392628,1.058259,0.196406,-0.446188,0.624477,0.582264,-0.27534,0.317173,-1.526953,-2.302451,-0.451069,-0.758502,1.476302,-0.803192,-0.948883,1.123836,-0.760134,0.623991,-0.733379,-0.028355,-0.368327,-0.194796,-0.408397,-0.174244,0.868107,-0.963773,1.159083,0.734822,-1.812219,-0.123784,-1.252606,0.268524,-0.822631,-1.189752,-0.141507,0.765689,0.376353,0.125091,-0.337713,-2.198844,-1.05342,0.329635,0.966748,0.122577,-0.897237,-0.297356,-0.430763,-0.490278,0.284573,0.902016,0.675417,-1.392889,-0.164679,-0.390543,0.888636,0.291256,-0.293871,-1.499606,-1.051595
TRAIN_0415,SKGT4,Fludarabine,6.60981,0.337221,0.460891,0.768811,1.750106,-0.760937,-0.164065,2.106568,1.172457,-1.112062,-0.108992,-0.27792,0.148658,-0.204749,-1.644128,-2.056788,-0.720276,-1.489825,-0.29169,-0.663589,-2.188059,1.478351,0.208167,-0.855414,-2.577918,-0.702989,0.288035,-1.224798,0.328001,0.499554,-0.485767,-0.882385,1.962596,0.338668,-1.055539,0.694492,-1.527252,-0.044322,-3.544727,-2.362277,-0.094146,1.316028,0.820983,-0.901859,-0.254281,-2.70108,-0.714077,-0.969594,0.984908,0.890845,-2.812753,0.305117,-1.660257,-0.49401,1.284508,1.475973,0.56696,-0.594513,-0.77498,0.246681,2.550025,-1.036533,0.105808,-1.299849,-1.514231
TRAIN_0416,NCIH810,Epirubicin,-0.943843,-0.65437,1.08276,1.340913,1.252551,-1.200493,-0.07042,0.724356,0.92528,-0.224184,0.026201,0.136063,-0.02375,0.709512,-1.747845,-2.287524,-0.026034,-1.062785,-0.407087,-0.155592,-0.243751,1.321687,0.872784,0.107503,-1.49508,-0.813801,0.920129,-1.444207,0.711717,-0.829676,-0.4973,-0.035947,1.506386,0.584588,0.218532,-1.293734,0.454386,-0.314177,-0.314104,1.128928,0.010668,-0.307924,-0.237122,-0.731394,-0.586543,0.965222,-0.079798,0.111592,-1.252937,-0.734058,0.689781,0.118108,0.960752,0.819251,-0.248885,0.011408,-0.361602,1.210607,0.642009,0.012527,-0.112766,0.82703,0.330319,1.020829,-0.83569
TRAIN_0417,CADOES1,P22077,4.59108,0.259153,-0.02204,1.050132,0.642358,0.022781,-0.358214,1.103962,1.168723,-0.228368,0.397562,-0.999667,0.051793,0.489686,-0.238455,-1.344009,-0.278379,-0.574119,1.005544,-0.674146,-0.834919,1.315184,-0.062472,-0.176625,-0.885971,0.161215,-0.436726,-0.727652,-0.090845,0.183108,-0.96285,-0.694613,1.466599,0.425315,-1.419809,0.219072,-0.785308,0.018791,-2.864107,-1.676799,0.580026,1.983954,-0.597185,0.255837,-0.037624,-2.077544,-0.584461,-0.158762,0.745398,1.341779,-3.174936,-0.127305,-0.65413,0.042693,0.676995,1.384918,1.981429,-1.290457,-1.009365,0.241491,2.010931,-0.615652,0.713062,-1.13428,-1.947767
TRAIN_0418,HS746T,Temsirolimus,2.031677,0.51079,-0.779019,0.271739,0.997886,0.395798,-0.422093,2.044884,1.036198,0.702714,-0.220702,0.186306,0.127698,-0.255225,-1.326701,-1.482005,-0.651629,-1.380854,-0.058942,0.156279,-1.350686,1.793123,-0.61143,-0.325328,-0.821939,-1.195551,-0.101497,-1.084041,0.415084,-0.664125,-0.081128,-0.229172,2.139231,0.322664,-1.009865,0.691131,-0.441811,1.601715,-1.708299,0.264562,-0.134828,-0.57506,-0.209288,0.10217,0.423519,0.393448,0.48332,-0.628353,0.899362,0.3043,-0.884805,-0.003474,-0.476691,-0.195508,-0.171407,-0.187978,0.534046,0.04899,-0.191577,0.788577,0.178269,-0.30291,0.271536,-0.416055,-0.335862
TRAIN_0419,OV17R,Irinotecan,3.481432,-0.004738,0.058031,-0.371107,1.418322,-0.62602,-0.495568,0.684675,0.966391,0.136412,0.436103,-0.794716,0.430451,-0.185933,-2.577654,-1.120099,-0.992229,-0.297969,0.055247,-0.408433,-0.404005,0.542054,-0.459579,0.014987,-0.345714,-0.755027,-0.210484,-0.661279,0.00527,-0.393579,-1.003942,0.636488,0.775065,0.712293,-0.749282,0.773522,0.060419,0.295223,-1.968346,-1.235114,-0.405554,1.236271,0.428443,0.466943,0.358462,-1.425018,-1.065339,-0.405302,0.43441,0.365529,-0.886233,0.18289,-0.242209,-0.604528,0.905224,0.515381,-0.331093,-0.45586,0.239208,0.496061,0.483477,-0.96222,0.094315,-0.840589,-1.048256
TRAIN_0420,EM2,Cediranib,1.827939,-0.559433,0.02434,1.330484,0.752773,-0.21023,-0.293925,0.686821,1.064024,-1.336926,1.033672,-0.939993,-0.362478,-0.09557,-0.647111,-1.64777,-0.045575,0.513813,-0.526968,-0.35192,-1.025884,0.934084,-0.101514,-0.287518,-0.45708,0.634322,-0.040875,-0.206442,-0.461783,-0.773749,0.092682,0.446001,1.08918,0.535635,-0.22993,0.116155,-0.069144,-0.57985,-1.706431,-0.705326,-0.286743,0.65723,0.242444,-0.175805,0.202005,-1.165952,-0.396303,0.245553,1.147345,0.637447,-1.828758,0.492939,-0.713184,-1.122247,0.399273,0.281271,1.057791,-0.189724,-1.171277,-0.178501,-0.035923,-0.572183,0.095516,-0.908154,-1.145821
TRAIN_0421,RERFLCMS,Dinaciclib,-3.704599,0.212317,-0.366115,0.71095,0.678253,-0.709268,0.509638,1.491669,0.507075,-0.894066,-0.311244,-0.205631,-0.510475,-0.035188,-0.559348,-0.598366,0.374516,-1.061911,0.004201,-0.128477,-0.566033,1.586105,0.083964,0.961831,-0.527025,0.226545,-0.099705,-0.636747,0.665646,0.470479,0.201439,-0.378193,1.724871,0.076356,1.002574,-0.646197,0.657305,-1.143869,1.234096,0.545156,0.080164,-0.118801,0.336212,0.468281,0.167054,0.887145,0.185432,-0.396048,-0.324964,-0.354187,0.74589,-0.664908,-0.134457,0.547165,0.058747,-0.974601,-1.849437,0.557091,0.162017,-0.369697,-1.071274,0.480815,0.177241,0.846691,1.135216
TRAIN_0422,COLO679,PD0325901,-3.829524,0.385448,-0.118601,0.19753,1.711467,-0.273764,-0.003509,0.994758,0.480327,-0.066453,0.307801,0.441355,-0.624051,0.332746,-1.27651,-2.280409,-1.392592,-1.685415,0.91754,-1.103047,-0.007367,1.052934,-0.113384,0.832566,-0.294756,0.534874,0.705222,-0.536408,0.638486,-0.157941,-0.541296,-0.957194,1.685551,-0.224669,-0.280945,0.774946,-1.051888,-0.065424,-0.765045,-0.735482,0.520815,-0.094234,-0.215982,-0.39661,0.437585,-0.778714,-0.02923,0.821953,0.343315,0.679785,0.200716,0.630315,-0.147089,0.07726,-0.423393,-0.018706,0.033064,0.818061,-0.517656,-0.294433,-0.170617,0.107331,0.004445,0.144931,-0.095186
TRAIN_0423,RT112,Wnt-C59,4.068736,0.919598,-0.149034,0.431362,0.398537,-0.321781,-0.678006,0.977917,0.038843,-0.584121,0.212603,-0.30665,-1.164173,-0.53739,-1.284818,-1.720189,0.106493,-0.663301,0.544128,0.009703,-1.23683,0.835599,0.262883,0.306491,-1.185173,0.278674,-0.021144,-0.865396,0.298436,-0.92745,-0.184676,0.237409,1.641526,0.048762,-2.276183,0.845499,-1.454352,0.485049,-2.641868,-1.382872,0.200472,0.963872,0.347919,0.313621,-0.728087,-2.159561,-1.26736,-0.763082,2.083138,0.731689,-2.850428,0.119786,-0.312679,-1.330538,0.430057,2.008645,0.900242,-0.610285,0.226925,0.062583,0.819316,-0.759071,-0.784926,-1.373283,-1.653098
TRAIN_0424,SNU175,Buparlisib,0.419382,1.289704,0.384878,0.017827,1.221661,-0.084757,0.051854,1.039396,1.066555,-0.115771,0.302461,0.236237,-0.169637,0.209471,-1.019061,-1.107093,-0.341019,-0.915924,-0.182419,-1.057438,-1.56412,0.46106,-0.225916,0.093068,-1.011426,-1.512478,0.855476,-0.164263,0.453817,0.584539,-0.667983,0.57395,0.655968,-0.08547,0.307882,0.542348,-0.976333,-0.432765,-1.000466,-0.277662,0.249551,-0.157462,-0.52232,0.099434,-0.19861,0.549861,-0.239128,0.742393,-0.207145,-0.663722,-1.190538,0.710463,0.740338,-0.63317,-0.011536,-0.215786,-0.572777,0.059086,0.00093,0.12371,-0.351155,0.648617,-0.318073,-0.128833,-1.155066
TRAIN_0425,G401,Fulvestrant,3.314949,0.270681,-0.165801,0.480963,0.681309,-0.198888,0.279881,0.679639,-0.366886,0.607825,0.999254,-0.909654,0.080016,-0.113895,-0.956245,-0.833764,-0.436949,-0.96783,-0.166573,-0.974445,-1.219019,0.799854,-0.486268,0.379426,-0.066561,-0.59959,0.182778,-0.404671,0.449642,-0.303576,0.205469,-0.101037,0.434469,0.93508,-1.031397,0.754668,-1.511043,0.257276,-2.798081,-1.892593,-0.668787,0.377598,0.241671,0.018682,-1.331795,-1.748584,-0.536222,-0.604859,0.884266,0.184357,-2.273645,0.049877,-0.35064,0.384688,0.32317,1.012407,1.032323,-1.297242,0.197774,-0.809043,0.842939,-0.135307,-0.358003,-1.667498,-1.138818
TRAIN_0426,EFM19,GSK591,4.717445,0.292298,-0.049404,1.007468,0.965378,-0.544134,-0.366924,0.777613,0.29528,-0.669335,0.93555,-0.294381,-0.33099,0.647698,-1.826085,-1.38915,-0.568087,-0.797631,-0.002735,-2.053453,-1.364378,2.057611,0.255726,0.544725,-0.690604,-0.455701,0.200543,-1.366044,0.187052,-0.243817,0.334014,-0.622407,1.476272,-0.136081,-1.662679,-0.172512,-1.44335,0.551778,-1.825702,-2.174394,-0.171218,-0.350186,0.082911,0.295546,-0.709469,-0.91002,-1.093143,-0.543923,0.735366,0.60418,-3.352758,0.781236,-0.153932,-0.227669,0.309878,1.462185,1.530153,-0.903708,-0.847104,-0.751981,1.481056,-0.718513,-0.532184,-1.100908,-1.6258
TRAIN_0427,A549,PLX-4720,3.429568,0.070282,0.459229,0.431471,0.400148,-0.502019,0.195442,0.608476,0.581389,-0.266667,0.008714,0.786253,0.029815,-0.86339,-1.086401,-1.394387,0.07954,-1.020719,0.13638,-0.307346,-0.437875,0.303494,-0.306452,-0.195838,-1.205089,0.547089,0.27088,-1.340084,0.690567,0.690756,0.33639,-1.130666,0.8999,-0.353624,-0.744683,0.785829,-1.023137,0.50833,-2.517076,-2.074916,0.208332,1.053083,0.738643,-0.592937,-0.522131,-1.896169,-0.602755,-1.051973,0.713473,0.782873,-3.046755,1.063032,-0.577659,-1.652163,0.553522,1.527422,0.94211,-1.078982,-0.031205,0.328764,0.797372,-0.771285,0.466503,-0.593086,-2.562201
