cell_line_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
NCIH209,-0.122712,-0.610011,0.019858,1.448705,-0.467028,-0.393976,0.692362,0.616926,-0.045588,-1.206005,0.240636,0.446655,-0.384025,-1.601628,-1.230787,-0.705826,-0.478536,-0.79005,-1.088359,-0.053801,0.390391,0.490082,0.217039,-1.735289,0.000279,0.005836,-0.898785,0.341518,-0.112867,0.183733,0.23832,1.283981
NCIH211,-0.458728,-0.300592,1.770245,1.064682,1.07665,0.589731,0.84925,0.504652,-0.234816,-0.618668,-0.204709,0.390538,-0.188225,-0.676447,-0.369754,-0.714173,-0.692779,-0.364022,-0.829873,-1.295171,0.225748,0.605598,-0.426594,-0.593878,-0.502509,0.640592,0.124731,0.605311,-0.123953,-0.250062,-0.87345,1.826054
NCIH2170,-0.035579,0.235997,0.978675,0.777924,0.356722,0.219834,1.958485,0.297212,-0.96831,0.123286,-0.216754,-0.293676,-0.029022,-2.280633,-0.960245,0.596468,-0.469836,0.522363,-0.3431,-0.7803,1.481628,0.041208,-0.109537,-1.385443,-0.501781,0.233942,-0.955759,0.417554,-0.196709,0.214426,0.224373,1.32276
NCIH2196,-0.184925,-0.303092,0.633534,0.520054,0.473261,-0.149867,1.681659,1.407322,-0.758316,0.799268,-0.492459,-0.531753,-0.157652,-0.973584,-1.816297,-0.181141,-1.893748,0.886685,-0.331187,-1.284682,1.270292,-0.013162,1.208151,-2.226766,-0.122954,-0.351083,-1.096647,0.230768,-0.78124,-0.280629,-1.135175,2.263382
NCIH2227,-0.444903,0.144018,0.426335,0.800981,-0.111963,-0.991615,1.457444,-0.012828,-0.196735,0.031724,-0.647355,-0.276988,-0.166008,-1.770677,-2.327141,-0.196423,-0.039542,1.68217,-0.781007,-0.891545,0.443895,0.545839,0.449586,-1.538942,0.123028,-0.026263,-1.276784,0.579672,-1.07845,0.245278,-1.07574,1.161137
NCIH2228,0.063375,0.2355,0.367343,0.914972,-0.547131,-0.260295,1.057099,0.224821,0.565848,0.135768,-0.645003,-0.669512,0.04176,-1.685443,-1.325527,-0.739609,-1.674921,0.965073,-0.995008,-0.608289,0.406312,-0.13785,1.029755,-1.663065,-0.680699,0.263481,-1.480224,0.235928,-0.795551,-0.618033,-0.013329,2.163012
NCIH226,0.907178,0.186648,0.88733,2.010256,-0.669886,-0.367657,1.956188,0.957867,-0.997045,1.916307,-2.11636,-0.822902,1.243713,-2.950718,-2.338436,-0.835168,-1.927936,-0.62631,-1.326567,-2.610871,1.906869,-0.604882,0.978725,-1.040237,-0.748293,-0.057783,-2.40036,0.825646,-0.053996,-0.582817,-2.136627,3.250644
NCIH2291,1.107632,-0.964094,0.890081,2.111124,-0.326436,-0.685247,2.463034,0.748395,-1.323802,-0.353048,0.056714,-0.268242,0.343536,-2.588779,-2.399948,-1.23398,-1.469613,-0.671005,-1.492166,-1.903901,2.119414,-0.299474,0.481061,-1.089271,-0.144861,0.372577,-1.418999,-0.02528,-0.373619,0.478757,-0.57386,3.25175
NCIH2347,-0.063379,-0.771767,1.33959,2.276673,0.327187,-0.337416,1.78965,0.973803,-1.427393,0.199666,-0.166301,-0.219385,0.522201,-3.554566,-2.608002,-1.404238,-0.837867,0.15062,-1.821433,-1.97372,1.743654,0.423964,-0.272321,-2.705755,-1.842984,0.140793,-1.901641,-0.185444,-0.251126,-0.077102,-0.861352,3.290295
NCIH2405,1.088365,-0.622172,0.467604,2.73041,-0.158716,-0.272,1.983805,1.473707,-1.093328,0.775983,0.017126,-1.040288,-0.417693,-3.442517,-2.13199,-0.72968,-1.608207,0.224432,-1.141341,-2.577202,2.386791,-0.709758,-0.345902,-2.490361,-1.017458,0.144655,-1.63663,-1.271539,-1.319326,-0.640388,-0.164597,2.283262
NCIH2444,0.803926,0.546394,0.285653,2.412409,-0.741739,-0.592896,1.89559,0.750393,0.678052,1.211444,-0.123225,-0.43146,-0.451167,-2.585606,-1.972626,-1.244611,-0.990615,0.809277,-0.394805,-2.263249,1.583148,-0.509232,0.816013,-2.986662,-1.826055,0.206047,-1.895547,0.55036,-0.401042,-0.700587,-1.811754,3.716591
NCIH3122,-0.065028,-0.650211,1.117232,1.13722,-0.236089,0.037015,1.920299,0.503169,0.350168,-0.594295,-0.024627,-0.826303,0.897346,-1.599095,-1.842147,-0.159405,-0.437514,0.595256,-1.307469,-1.47482,1.27734,-0.217712,0.433819,-2.251124,-0.308032,-0.048165,-1.423962,-0.043294,-0.631571,-2.055164,-0.875879,1.178961
NCIH358,0.762295,-0.540802,0.539075,2.291683,0.263404,0.217381,1.3267,1.037699,-0.585657,0.443628,-0.257819,-0.763467,0.988069,-1.990224,-1.412923,0.16643,-0.495352,-0.390725,-0.684095,-0.98464,1.909189,-0.782055,-0.2611,-0.925145,-0.924375,-0.039106,-0.361178,0.351185,-0.963046,-0.730027,-0.434365,1.182682
NCIH446,0.186198,0.080362,1.053623,1.283887,-0.503105,0.443148,0.835404,-0.139102,-0.378893,1.05755,-0.206474,-0.284276,0.969549,-1.909241,-1.718857,-1.158696,-0.445511,0.279284,0.204915,-0.759301,0.712239,-0.139949,0.10098,-1.724683,1.015563,0.329132,-0.613021,0.541954,-0.019992,-0.252244,-0.690984,1.455234
NCIH520,0.63058,-0.526789,1.280287,1.488832,0.158564,0.489629,1.402611,0.834771,-0.008706,0.115695,-0.381357,-0.347646,-0.264802,-0.527242,-2.223715,-1.144563,-0.235435,0.633561,-1.31317,-0.940935,2.025515,-0.214095,1.35892,-2.117577,-0.13282,0.681014,-0.56863,0.228903,-0.674528,-0.03498,-0.122371,1.93354
NCIH522,0.987091,-0.639445,0.495138,0.962102,-0.413232,0.287451,1.538931,2.025051,-0.344745,0.540017,-0.382662,-0.756832,0.1986,-1.23517,-1.56496,-0.925451,-1.414911,0.070387,-0.816886,-0.7312,0.70791,-0.372211,0.135652,-2.256548,-0.928684,-0.235643,-1.480268,0.449215,-0.645062,-0.551924,-0.351805,2.60324
NCIH526,1.141791,-1.051062,0.708619,0.898807,-0.074291,-0.351,1.083052,0.573452,-0.593971,-0.096286,-0.524915,-0.184937,0.456432,-0.814255,-1.365855,-0.22277,-0.175658,0.786614,-0.61835,-1.026469,1.046164,-0.721289,-0.053007,-0.551781,-0.032106,-0.063191,-0.637661,-0.168652,-0.037821,-0.2281,-0.528235,1.020503
NCIH596,0.487836,-0.368485,1.006188,1.394587,0.55169,0.48783,1.205193,0.837155,-0.816133,0.403888,0.516741,-0.640676,0.433069,-1.72955,-2.303604,-1.015383,-1.66186,-0.11446,-2.374295,-1.204181,2.559338,-0.162124,-0.637538,-1.81087,-0.798555,-0.39283,-0.773198,0.797898,-1.205655,0.057594,0.134361,2.887716
NCIH650,1.919976,-0.58666,2.047615,1.317276,-0.525981,-0.066196,1.258475,0.95252,-1.120681,0.412977,0.188091,-0.485499,0.308208,-1.639659,-1.107139,-1.379322,-0.701516,0.174266,-0.807624,-0.855761,0.840984,-0.727851,-0.901457,-1.672526,0.131074,0.048542,-1.799404,0.125791,-1.333271,-0.8488,-0.395978,1.230497
NCIH69,0.898153,-0.130713,0.488533,0.908955,0.225281,0.230448,1.254333,0.810539,-0.429135,0.644489,-0.487861,-0.319397,0.029195,-1.545319,-1.531636,-0.153118,-0.041722,0.801814,-1.25318,-0.327339,0.849573,0.144988,-0.406635,-0.909515,-0.21778,-0.665966,-0.487974,0.931521,-0.50068,0.479342,-0.508938,1.699521
NCIH810,-0.65437,1.08276,1.340913,1.252551,-1.200493,-0.07042,0.724356,0.92528,-0.224184,0.026201,0.136063,-0.02375,0.709512,-1.747845,-2.287524,-0.026034,-1.062785,-0.407087,-0.155592,-0.243751,1.321687,0.872784,0.107503,-1.49508,-0.813801,0.920129,-1.444207,0.711717,-0.829676,-0.4973,-0.035947,1.506386
NCIH838,0.121853,0.476145,1.221504,1.316566,-0.480238,-0.408147,1.070855,0.66144,-0.800402,0.715698,-0.259759,-1.161879,-0.306512,-1.501038,-1.162441,0.577583,-0.542082,-0.215248,-0.482435,-1.097984,1.119143,0.142899,0.648697,-0.942207,0.464112,0.526421,-1.105079,1.35018,-0.228595,-0.607978,0.433667,2.248041
NMCG1,0.834521,-0.488717,1.023515,2.966814,0.237747,-0.11591,2.75657,2.063873,-0.960781,1.445043,-0.938018,-0.582436,0.357779,-3.306001,-3.144042,-0.290956,-2.101774,0.168292,-0.495246,-1.930815,1.318579,-0.669458,-0.790297,-2.916405,-2.501963,0.121552,-2.543,0.673646,-1.841651,-0.458311,-1.238378,3.924535
NOMO1,0.990701,0.313334,0.208348,1.86663,-0.910879,-0.836131,0.864287,1.567386,-0.370562,0.219707,-0.986872,0.205721,0.61543,-0.703335,-1.304397,-0.676003,-1.227741,0.222257,-1.061243,-1.399112,0.629169,-0.374132,-0.23024,-0.584322,-0.272852,-0.080429,-0.568953,-0.280182,-0.292017,-0.092078,-1.096793,1.560715
NUGC3,-0.042599,-0.065664,1.10133,1.683551,-0.170508,-0.368911,1.7395,0.952449,-0.685468,0.037417,-1.407608,-0.296268,0.152585,-0.965404,-1.202999,0.216439,-1.160469,0.820945,-0.992242,-0.743168,0.445343,-0.063393,-0.93822,-1.275509,-0.216147,-0.171579,-1.447744,0.724182,-0.533145,-0.478579,-0.461322,2.802941
OACM51,0.969891,0.471853,0.730406,1.288691,-1.383369,-0.524805,1.009629,-0.330036,-0.950288,-0.560993,-0.385948,0.040767,0.744896,-1.306932,-1.846937,-1.411072,-1.68007,-0.385771,-1.163113,-1.197685,0.65295,-0.00921,-0.062689,-1.122388,0.139257,-0.502323,-0.701637,0.290371,-0.642137,0.211758,-0.036732,0.992797
OAW42,0.399482,0.004054,0.503164,1.796678,-0.090657,0.685043,0.794515,0.696712,-0.917911,0.837894,-1.266264,-0.286805,-0.076059,-2.256665,-2.426804,-0.787862,-0.458037,0.297761,-0.582938,-0.562492,1.579375,-0.50238,0.300318,-1.679251,-0.789852,-0.650398,-0.67361,0.178044,-0.502151,-0.806062,-0.376281,1.448367
OC314,0.220483,0.357817,0.775268,0.882287,-1.021403,1.359077,1.799185,0.811461,-0.651963,0.261432,-0.543519,0.358764,0.27317,-1.514278,-1.247093,0.230796,0.205993,0.948481,-0.154067,-0.954671,-0.76111,0.016155,0.038693,-0.765666,-0.292348,-0.598072,-0.396388,0.536466,-0.011123,0.302201,-0.050893,0.881402
OCIAML2,0.097937,0.008442,0.227738,0.908005,0.25897,0.975812,1.527215,0.245862,-2.04437,0.76408,-0.394605,-0.525779,-0.134262,-0.736991,-0.156964,-0.930678,-0.810781,0.255947,0.06769,-0.058398,-2.7e-05,-0.549748,-0.235188,-0.262574,0.596585,-0.993939,-0.419378,-0.565473,-0.987378,0.405166,0.110769,0.722009
OCIAML3,0.638759,-0.289476,0.016105,1.639405,-0.207312,0.283546,0.569892,-0.648735,-1.190786,-0.094794,0.361753,0.227019,0.543867,-1.180104,0.188949,-0.684224,-0.257043,0.107592,-0.412782,0.16249,0.173393,-0.755823,0.03423,-0.711185,1.49334,0.378058,-0.617705,-0.393236,-1.155684,-0.617284,-0.158452,1.378355
OCIAML5,0.848582,0.034453,0.21361,1.01667,-0.39496,0.723551,0.820215,0.401392,-1.379869,0.216578,0.149793,-0.80365,-0.235196,-0.711973,-1.737543,0.203177,-0.852787,-0.012246,-1.087941,-0.629099,2.07896,0.25996,-0.393025,-0.257521,-0.473691,0.751498,-0.263412,-1.253936,-0.849979,0.30322,-0.272729,0.561113
OCILY19,-0.1323,-1.004474,0.196385,1.671045,0.315495,1.008243,1.027767,0.798789,0.812662,0.390155,-0.265741,0.343342,0.816792,-0.950634,-1.001472,-0.139423,0.039553,0.515767,-1.049352,0.43123,0.223805,-0.216393,-0.426245,0.819969,-0.081165,-0.384287,0.004447,0.524114,-0.316959,0.311959,-0.636138,0.441534
OCIM1,-0.810162,-0.71624,1.158015,1.418461,-0.059004,0.739573,0.53976,0.179492,-0.156,0.150479,-0.289477,0.388913,0.170031,-0.394668,-0.161292,-0.026589,-0.882644,-0.5531,-0.281984,-0.639918,0.618922,-0.096638,1.31829,-1.224287,-1.208628,0.209722,-0.639944,0.305485,0.056208,0.527571,-0.989766,0.448609
OE21,0.626654,0.270472,1.634307,1.741968,-0.222742,-0.639552,1.028603,0.34062,-0.062047,0.578824,-1.046462,-0.604507,0.639603,-1.412193,-1.147361,-0.275238,-0.027435,0.378847,-0.946672,-1.630091,1.341295,-1.407747,-0.036096,-1.285462,-1.134074,-0.372067,-0.550497,0.427186,-0.447637,-0.088932,-0.453103,2.158824
OE33,0.478227,-0.845046,1.358175,1.462285,-0.490973,-0.823033,1.522184,0.584936,0.393402,0.282002,-0.807283,0.057367,0.665535,-1.520028,-1.108227,-0.490342,-0.732363,0.846003,-0.448752,-1.268904,1.90518,-1.371749,1.082661,-2.047682,-0.770031,0.072554,-1.03839,0.818242,-1.032575,-0.114212,-0.793659,1.700772
OPM2,0.205527,-0.019757,0.035263,0.474458,0.031483,0.359712,0.457261,-0.066803,0.081864,0.24362,0.193284,-0.675971,-0.773826,-1.182912,-1.209366,-0.308715,-0.803541,0.521025,-0.578994,-0.601218,0.780824,-0.010663,0.02028,-0.427116,-0.658572,0.752838,-0.669564,-0.475825,-0.193653,-0.565304,0.044466,1.991994
OV17R,-0.004738,0.058031,-0.371107,1.418322,-0.62602,-0.495568,0.684675,0.966391,0.136412,0.436103,-0.794716,0.430451,-0.185933,-2.577654,-1.120099,-0.992229,-0.297969,0.055247,-0.408433,-0.404005,0.542054,-0.459579,0.014987,-0.345714,-0.755027,-0.210484,-0.661279,0.00527,-0.393579,-1.003942,0.636488,0.775065
OV56,0.393307,-0.170502,1.678969,1.03682,0.730607,0.117362,1.970474,0.363909,-0.238221,0.24359,0.116296,-1.005145,0.213378,-2.412281,-2.41825,-0.256684,-0.862285,0.955111,-1.903019,-1.04362,2.887947,-0.477719,1.022915,-1.721171,-1.293572,-0.02906,-0.76006,7.8e-05,-0.970301,-0.028673,-0.669793,2.358896
OVCAR4,0.661161,0.088874,0.49091,1.778507,-0.719304,0.388617,1.406837,1.402207,-0.629313,0.693294,-0.75338,-1.01642,-0.608238,-2.616327,-2.04499,-0.507891,-0.600485,0.120175,-1.43224,-2.263123,1.840032,0.445125,0.706883,-1.200384,-0.275013,0.969902,-1.090461,0.733202,-0.816089,-0.999454,-0.998788,2.017492
PA1,0.27189,0.89592,0.355538,1.329903,-0.331381,-0.269673,0.103293,0.001955,0.035237,0.267567,0.246161,-0.135806,-0.058587,0.143932,-0.885588,0.308122,-0.693032,0.507583,0.022536,-0.582401,-0.464659,-0.100644,0.648062,-0.428957,-0.041754,-0.807199,-0.919828,0.388339,-0.086832,0.465515,-0.364977,1.10347
PANC0203,0.509838,-0.63311,-0.47377,1.753673,-0.149507,-0.545552,0.785323,1.089932,-0.607101,0.82639,0.464001,-1.541074,-0.105433,-2.036985,-1.014649,-1.386078,-0.054967,0.385299,-0.96505,-1.525371,1.262085,0.296038,-0.466061,-1.266202,-0.741884,-0.269042,0.130554,0.588958,-0.299976,0.274295,-1.318362,2.746834
PANC0327,-0.828361,-0.502996,0.326118,1.597427,-0.091515,-0.284267,1.348765,0.16935,-1.151365,0.828703,-0.0507,0.39271,-0.187436,-1.294943,-1.621613,0.112866,-0.357899,0.375189,-0.948734,-0.731111,1.580792,-0.535908,-0.605969,-1.366519,0.290696,0.668401,-1.54357,-0.261578,0.12207,-0.818054,-0.26154,1.280983
PANC0403,1.560059,-0.594408,1.551644,2.396797,-0.22818,-1.339407,1.287917,1.050858,-0.586869,0.258303,-1.245505,-0.42392,0.64752,-2.963693,-2.219726,-1.437851,-1.710397,1.2994,-1.339693,-2.073681,3.370523,-1.041274,0.500386,-1.323673,-0.986088,0.597643,-2.232481,0.225071,-0.716292,-0.042054,-0.349923,3.58734
PANC0813,0.590519,0.423043,0.642825,2.365102,-0.190526,-0.071411,2.196418,0.162115,-1.152069,0.733129,-1.426036,-0.169697,0.739862,-2.240916,-2.728345,-0.016581,-0.254263,0.468466,-0.885885,-1.674033,2.107128,-0.343522,0.067583,-1.337683,0.488663,-0.560634,-1.498409,-0.118075,0.041164,-0.660453,-1.477791,2.646931
PATU8902,1.487821,0.160424,0.905193,2.092329,0.417193,-0.727307,1.901472,0.724872,-1.165835,0.508302,-0.020534,-0.29396,0.622062,-2.298227,-1.876332,-1.097237,-1.410135,0.485504,-0.986716,-1.590422,1.747468,-0.468556,1.662585,-1.312547,-0.468175,0.020882,-1.652238,0.400268,-0.598063,-1.301765,-1.530496,1.977413
PC14,0.508683,-0.232403,1.267306,0.500963,-0.566645,0.569087,1.353543,1.06833,0.642727,0.095602,-0.427614,-0.516056,-0.779955,-1.715643,-0.966288,-0.188299,-0.516509,0.068541,-1.06862,-0.517227,0.946704,-0.037099,0.136742,-0.431146,0.041715,-0.557162,-1.532511,0.595869,-0.522041,-0.465487,0.017071,1.604422
PF382,0.284868,0.31792,0.149697,1.577301,-0.515947,0.206549,1.539213,-0.289044,-0.416123,0.853615,0.337321,-0.328253,-0.241346,-0.518277,-0.30639,-0.875115,-1.129338,0.276257,-0.158128,-0.884921,1.10281,-0.47263,-1.022185,-0.953817,-0.251844,-0.080163,-1.178624,-0.712199,-0.569797,0.296943,0.31479,1.558338
PL21,-0.169147,-0.643327,0.55971,1.049784,0.08751,-1.119599,0.325803,0.354119,0.017898,0.644503,-0.150673,-0.058519,0.158762,-0.577047,-0.672864,-0.237465,-0.621128,0.191728,-0.194259,-0.545262,0.89506,0.562813,0.165048,-1.009482,0.180078,-0.62977,-1.094075,0.34855,-0.030574,-0.762765,-0.480694,0.587487
PSN1,0.206923,0.346465,0.940369,1.371033,-0.485236,-0.887065,2.141615,0.99172,-0.778903,0.851619,-0.45519,-0.565729,0.436939,-2.105097,-1.73548,-0.448971,-1.167835,0.619401,0.111429,-1.657372,0.496017,-1.205531,-0.014021,-1.623086,-0.389541,0.166848,-1.84496,-0.56688,-0.3965,-0.1967,-0.758343,0.850479
QGP1,0.80085,0.478635,0.875922,1.309145,-0.24414,-0.949455,2.325786,0.914098,-1.41824,0.46698,-0.295619,-0.696424,0.137353,-2.789104,-1.679316,-0.963997,-2.230607,0.171917,-0.542562,-1.800364,2.536587,-0.042401,0.246212,-1.685257,-0.653534,-0.005506,-1.460719,0.692897,-1.151314,-0.869832,-1.246211,3.130323
RAJI,0.548901,0.073268,-0.15879,1.181644,-0.192037,-0.026657,0.413755,0.518502,-0.480086,-0.072889,0.102343,-1.034884,0.4206,-0.750646,-1.425116,-0.73135,-0.690054,0.32052,-0.595102,-0.589944,1.718686,-0.382825,-0.819017,-0.400872,0.530699,0.259744,-1.201336,0.152657,-0.902354,0.154809,-1.019347,0.907979
RCC10RGB,0.098759,-0.103861,0.600406,1.930951,-0.272105,-0.77659,2.223979,0.904064,-1.062237,1.776855,-0.32243,-0.640073,1.00033,-1.393789,-2.15949,-0.50656,-1.71933,0.306582,-1.198064,-1.616199,1.93953,0.006769,0.200517,-2.32904,-1.127831,-0.139009,-1.533599,0.979909,-1.308126,-0.5316,-0.251443,2.090958
RCM1,0.750853,-0.214697,0.807285,1.482172,0.088098,-1.017946,1.473642,0.952695,-0.225246,1.315176,-0.681257,0.251573,-0.075892,-1.341137,-1.399289,-1.046107,-0.908109,0.30377,-0.638979,-1.591983,1.382639,0.447893,0.021421,-1.08018,-0.683286,0.949598,-1.545615,0.086727,0.132682,-0.52822,0.169841,2.387439
RD,0.394335,-1.037937,0.60536,1.497022,0.361266,0.571897,1.157063,1.129316,-0.063093,1.051899,-0.190698,-1.413487,0.152046,-2.394627,-1.739215,-0.043923,-0.809168,0.872442,-0.691346,-1.990229,0.131297,-0.139984,-0.042841,-1.841356,-1.367237,-0.262044,-1.190182,0.689686,-0.476027,0.527053,-1.089158,2.199378
REH,0.302333,0.269761,0.145131,1.390342,0.01624,-0.471086,0.880011,0.310794,-0.018811,-0.285483,-0.274678,-0.063646,0.152265,-0.399982,-0.58076,-0.319214,-0.459908,0.324142,-0.3078,-1.705207,0.671544,-0.868892,0.677027,-0.829785,-0.402098,0.510632,-0.434607,-0.353531,-0.372443,-0.331239,-1.209856,0.694089
RERFLCKJ,0.338772,-0.17732,-0.179712,1.895965,-0.254011,-0.184169,1.569151,0.271159,-0.178753,0.286743,-0.849974,-0.116962,0.955565,-1.295979,-1.033636,-0.747695,-1.676712,1.017452,0.2402,-0.452754,1.102503,-0.773016,-0.474309,-2.07681,-0.52555,0.898985,-1.06849,0.476809,0.167177,-0.454882,0.496218,2.601566
RERFLCMS,0.212317,-0.366115,0.71095,0.678253,-0.709268,0.509638,1.491669,0.507075,-0.894066,-0.311244,-0.205631,-0.510475,-0.035188,-0.559348,-0.598366,0.374516,-1.061911,0.004201,-0.128477,-0.566033,1.586105,0.083964,0.961831,-0.527025,0.226545,-0.099705,-0.636747,0.665646,0.470479,0.201439,-0.378193,1.724871
RERFLCSQ1,-0.667231,-0.830466,0.899895,1.321717,0.100638,-0.169901,1.648633,0.25524,-0.120002,0.965539,0.210258,0.604764,0.330908,-1.514568,-2.250517,-0.751066,-0.970806,0.796415,-1.089297,-0.820916,1.264322,-0.283472,0.182737,-1.425406,-0.684424,-0.756646,-1.117503,0.084314,-0.776455,-0.04335,-0.190071,1.714964
RH41,0.757858,0.215366,0.191694,0.566247,0.033775,0.164256,1.526022,0.997524,-0.51662,0.233158,0.092798,0.290077,0.596211,-1.034004,-1.530423,-0.793962,-0.394145,0.335697,-1.02491,-0.717398,1.083234,-0.693862,0.587866,-0.934966,0.34369,-0.208631,-1.116136,-0.0323,-0.362154,-0.347012,-0.42314,1.137098
RKO,0.249604,-0.12636,-0.417538,1.223624,-0.202614,0.647146,0.595906,-0.386266,-0.007778,0.539395,-0.816941,-1.079159,0.93198,-0.584069,-2.407742,-0.608556,0.148615,-0.02597,-0.858061,-1.094434,0.428604,-1.004747,0.571843,-1.88292,-0.243726,0.518143,-1.502329,-0.208605,0.201265,0.069604,-0.714688,1.851083
RL,0.829438,0.07157,-0.155166,0.486762,0.036576,-0.200908,1.188546,-0.415449,-0.960899,0.337481,-0.456782,-0.525586,-0.773855,-0.861407,-0.81179,0.070711,-0.426722,0.076785,0.175047,-1.299302,0.935553,-0.938377,-0.388433,-1.255064,0.143096,0.017802,-0.530837,-0.382299,-0.423337,-0.51455,-0.082249,0.347858
RPMI7951,0.955509,-0.918684,-0.024318,1.729677,-0.354565,-0.794425,1.033483,0.211306,-0.69261,-0.230501,1.113056,-0.39826,-0.821219,-0.372545,-0.703659,-0.71221,-1.059135,0.520593,-0.654715,-1.789283,1.751125,-0.34909,0.787294,-0.194357,-0.819006,0.581492,-0.999131,-0.713541,-0.563714,0.028158,-0.583408,0.930185
RPMI8402,0.684599,0.021844,-0.274543,0.696933,0.045656,-1.313981,0.572855,0.370218,-0.096569,0.569079,-0.44145,0.062471,-0.728524,-0.231008,0.584758,-0.625138,-0.60994,-0.283634,-0.141236,-0.852287,0.543509,0.372141,0.282511,-1.207803,0.373941,0.493877,0.153662,0.271751,-0.026325,0.449944,0.825094,-0.055822
RT112,0.919598,-0.149034,0.431362,0.398537,-0.321781,-0.678006,0.977917,0.038843,-0.584121,0.212603,-0.30665,-1.164173,-0.53739,-1.284818,-1.720189,0.106493,-0.663301,0.544128,0.009703,-1.23683,0.835599,0.262883,0.306491,-1.185173,0.278674,-0.021144,-0.865396,0.298436,-0.92745,-0.184676,0.237409,1.641526
RVH421,0.568079,-0.234689,0.885925,2.069109,0.044146,-0.426387,1.919114,1.093668,-1.025843,0.687662,-1.59616,-0.276813,0.599331,-1.754569,-2.11633,-0.470968,-0.414701,1.056455,-1.024677,-1.501393,2.18585,-1.001556,-0.086419,-0.917111,-0.117974,0.308023,-2.033287,0.392973,-0.963111,-0.158962,-1.074015,1.547621
SBC5,-0.698426,0.517929,0.235641,1.102707,-0.158571,-0.691158,0.432381,0.01339,-0.677274,0.548138,-0.709476,0.560074,0.676279,-0.882372,-1.21972,0.37904,-0.790063,0.195679,-0.525597,-0.598767,1.304004,-0.389382,-0.221089,-0.638095,-0.008442,-0.122088,-1.567559,0.148973,-0.092126,0.706564,-1.003586,1.032246
SCC15,0.2853,0.54429,0.608425,1.018122,0.053073,-0.428578,0.913884,0.295227,0.413343,0.716409,-0.393945,-0.575007,0.379896,-1.708787,-1.520796,-0.485946,-0.544354,0.315226,-1.366442,-1.670996,0.426826,0.795229,0.496633,-1.791846,-0.666989,-0.211248,-0.340993,-0.346881,-0.523191,-0.336143,-0.168042,1.737951
SCC25,-0.348269,-0.273321,0.2061,1.667443,0.46685,-1.119933,1.287584,0.543806,-0.69254,0.949894,-0.582024,-0.289821,-0.054303,-1.929749,-1.454511,-0.967063,-0.691727,0.362021,-0.44767,-1.61003,1.756952,-0.261589,0.024061,-1.393155,-0.313375,-0.50624,-0.513243,-0.528325,-0.984305,-0.358866,-0.436862,2.767605
SF126,-0.59091,-0.347998,-0.622375,1.052914,-0.023604,0.635963,1.135678,1.044595,-0.027769,0.151831,-1.020043,-0.179636,-0.581288,-0.655239,-1.255609,0.214701,-0.929791,0.348411,-0.513642,-0.984226,0.781699,0.042486,-0.417099,-1.574896,0.250718,0.439116,-0.75082,1.088402,-0.542886,0.462724,-0.321943,0.748928
SF539,1.223676,0.411944,0.330225,1.282395,-0.343111,0.273325,-0.242836,-0.046925,0.206407,0.202486,-0.175798,-0.954357,1.069904,-0.558973,-1.140946,-0.541563,-0.096216,1.180813,-0.07091,0.233891,0.423017,-0.545899,-0.553732,-0.638638,-0.240612,-0.009059,-0.289739,0.842814,-1.125183,-0.474458,0.047076,0.883568
SIGM5,-0.231269,0.462551,-0.425904,0.363824,0.085204,-0.366022,0.925175,-0.025131,0.54568,0.120451,0.179052,0.215647,-0.232014,-1.673218,-0.402451,-0.153846,-0.064311,-0.007083,-0.522024,0.527036,-0.240952,0.290688,-0.264484,-0.649295,-0.342492,-0.364238,-0.103295,0.822266,0.032058,-0.046869,-0.69653,0.884275
SIMA,1.414282,-0.283905,0.250273,0.750029,-0.403149,-1.531081,1.271109,0.096517,-1.122806,0.743724,-0.854585,-0.484475,0.896947,-1.999249,-1.933483,-0.245825,-0.110599,-0.574532,-0.410579,-0.66515,-0.037834,0.246477,0.483997,-1.119964,0.257811,0.643285,-0.727273,0.028497,-0.892842,-0.216159,-0.122272,1.091275
SKCO1,-0.773338,0.543776,0.519432,0.807971,0.275178,0.608929,-0.366365,0.719902,-1.020892,0.605003,-0.239635,0.01275,-0.091107,-2.190068,-1.35523,-0.164948,-0.15584,-0.380043,-0.081344,-1.249179,1.141416,-0.40286,0.135325,-0.487457,-0.970149,-0.267284,-0.66157,1.446923,-0.825092,0.828969,0.608015,1.164828
SKES1,0.090552,-0.412735,0.278362,0.031392,-0.151082,0.635486,0.456313,0.24987,-1.077058,0.448777,-0.091325,-0.19283,0.008316,-1.069398,-0.581198,-0.285671,-0.331132,0.259093,0.123658,-0.342837,0.8035,0.65029,0.242712,-0.034857,0.040846,-0.867447,0.097146,0.248835,-0.315742,-4.7e-05,-0.462771,1.007105
SKGT4,0.337221,0.460891,0.768811,1.750106,-0.760937,-0.164065,2.106568,1.172457,-1.112062,-0.108992,-0.27792,0.148658,-0.204749,-1.644128,-2.056788,-0.720276,-1.489825,-0.29169,-0.663589,-2.188059,1.478351,0.208167,-0.855414,-2.577918,-0.702989,0.288035,-1.224798,0.328001,0.499554,-0.485767,-0.882385,1.962596
